Cust_Branch,Cust_Phone,Cust_Name,ReceiptNo,ReceiptDate,Total_Package,Total_Weight,Total_Received_Amount,Deleted_Flag
KPO Bakti Jaya Depok,217271613,PEGADAIAN CIGANJUR,RBKJLX6BY7D1QB,2021-08-25 10:25:00.4708,1,0.3,6400.0,N
KPO Bakti Jaya Depok,8988336797,PEGADAIAN UPC BOJONGSARI,RBKJLX6BZK3MQB,2021-08-25 10:25:00.4709,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2182405361,PEGADAIAN UPC  VILLA NUSA INDAH,RBKJLYDB14Z51J,2021-08-25 10:25:00.4710,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2182432530,PEGADAIAN UPC PASAR VILLA NUSA INDAH,RBKJLYDB14Z56J,2021-08-25 10:25:00.4711,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2184901904,PEGADAIAN UPC JATICEMPAKA,RBKJLYDB6331NQ,2021-08-25 10:25:00.4712,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2187780756,Pegadaian UPC Kampung Dukuh,RBKJLYDB63D55B,2021-08-25 10:25:00.4713,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2184903550,PEGADAIAN UPC JATIWARINGIN RAYA,RBKJLYDB63Z8ZJ,2021-08-25 10:25:00.4714,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2182405361,PEGADAIAN UPC  VILLA NUSA INDAH,RBKJLYDB6E1ZGB,2021-08-25 10:25:00.4715,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2184903547,PEGADAIAN UPC GAMPRIT,RBKJLYDB6P56DJ,2021-08-25 10:25:00.4716,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2184903550,PEGADAIAN UPC JATIWARINGIN RAYA,RBKJLYDB6PBNWB,2021-08-25 10:25:00.4717,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2184903547,PEGADAIAN UPC GAMPRIT,RBKJLYDB6QGJMJ,2021-08-25 10:25:00.4718,1,0.3,6400.0,N
KPO Bakti Jaya Depok,217271613,PEGADAIAN CIGANJUR,RBKJLYDB6QZVBQ,2021-08-25 10:25:00.4719,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2187791236,PEGADAIAN LUBANG BUAYA,RBKJLYDBD590VQ,2021-08-25 10:25:00.4720,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2184996542,PEGADAIAN JATIWARINGIN,RBKJLYDBDQ46QB,2021-08-25 10:25:00.4721,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2187786219,PEGADAIAN KAMPUNG TENGAH,RBKJLYDBG8DP0Q,2021-08-25 10:25:00.4722,1,0.3,6400.0,N
KPO Bakti Jaya Depok,218092590,PEGADAIAN CP KRAMAT JATI,RBKJLYDBGDN6JQ,2021-08-25 10:25:00.4723,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2184901904,PEGADAIAN UPC JATICEMPAKA,RBKJLYDBGM1G9Q,2021-08-25 10:25:00.4724,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2184903550,PEGADAIAN UPC JATIWARINGIN RAYA,RBKJLYDBGM4EMJ,2021-08-25 10:25:00.4725,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2184996542,PEGADAIAN JATIWARINGIN,RBKJLYDBGMYV1B,2021-08-25 10:25:00.4726,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2178885148,PEGADAIAN UPS CIGANJUR,RBKJLYDBGN517J,2021-08-25 10:25:00.4727,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2178885148,PEGADAIAN UPS CIGANJUR,RBKJLYDBJ07DBQ,2021-08-25 10:25:00.4728,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2184996542,PEGADAIAN CABANG JATIWARINGIN,RBKJLYDBJ1PJDJ,2021-08-25 10:25:00.4729,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2182405361,PEGADAIAN UPC  VILLA NUSA INDAH,RBKJLYDBJ1QV3Q,2021-08-25 10:25:00.4730,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2184903547,PEGADAIAN UPC GAMPRIT,RBKJLYDBJ8KNEB,2021-08-25 10:25:00.4731,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2184903547,PEGADAIAN UPC GAMPRIT,RBKJLYDBJDGMGJ,2021-08-25 10:25:00.4732,1,0.3,6400.0,N
KPO Bakti Jaya Depok,85100401693,PEGADAIAN PINANG RANTI,RBKJLYDBJDZJ9Q,2021-08-25 10:25:00.4733,1,0.3,6400.0,N
KPO Bakti Jaya Depok,218092590,PEGADAIAN CP KRAMAT JATI,RBKJLYDBJX37WJ,2021-08-25 10:25:00.4734,1,0.3,6400.0,N
KPO Bakti Jaya Depok,81291441540,YOLANDA MAIRITA,RBKJLYDBM140WB,2021-08-25 10:25:00.4735,1,0.3,5600.0,N
KPO Bakti Jaya Depok,2187786219,PEGADAIAN KAMPUNG TENGAH,RBKJLYDBVGM3GB,2021-08-25 10:25:00.4736,1,0.3,6400.0,N
KPO Bakti Jaya Depok,217548770,PEGADAIAN UPC LIMO,RBKJLYDBVJJEEJ,2021-08-25 10:25:00.4737,1,0.3,6400.0,N
KPO Bakti Jaya Depok,895383262501,STID MOHAMMAD NATSIR PUTRI,RBKJLYDBVJW4JQ,2021-08-25 10:25:00.4738,1,2.0,15700.0,N
KPO Bakti Jaya Depok,218092590,PEGADAIAN CP KRAMAT JATI,RBKJLYDBX060JQ,2021-08-25 10:25:00.4739,1,0.3,6400.0,N
KPO Bakti Jaya Depok,218092590,PEGADAIAN CP KRAMAT JATI,RBKJLYDBX060XQ,2021-08-25 10:25:00.4740,1,0.3,6400.0,N
KPO Bakti Jaya Depok,85100401693,PEGADAIAN PINANG RANTI,RBKJLYDBX0PP4B,2021-08-25 10:25:00.4741,1,0.3,6400.0,N
KPO Bakti Jaya Depok,85100401693,PEGADAIAN PINANG RANTI,RBKJLYDBXB7QVQ,2021-08-25 10:25:00.4742,1,0.3,6400.0,N
KPO Bakti Jaya Depok,218092590,PEGADAIAN CP KRAMAT JATI,RBKJLYDBXBJVGB,2021-08-25 10:25:00.4743,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2182432530,PEGADAIAN UPC PASAR VILLA NUSA INDAH,RBKJLYDBXPDDMB,2021-08-25 10:25:00.4744,1,0.3,6400.0,N
KPO Bakti Jaya Depok,8988336797,PEGADAIAN UPC BOJONGSARI,RBKJLYDBZ1EKJQ,2021-08-25 10:25:00.4745,1,0.3,6400.0,N
KPO Bakti Jaya Depok,217548770,PEGADAIAN UPC LIMO,RBKJR0MW1ZZDD7,2021-08-25 10:25:00.4746,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2184903547,PEGADAIAN UPC GAMPRIT,RBKJR0MW40B6E7,2021-08-25 10:25:00.4747,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2184903547,PEGADAIAN UPC GAMPRIT,RBKJR0MW495M07,2021-08-25 10:25:00.4748,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2182432530,PEGADAIAN UPC PASAR VILLA NUSA INDAH,RBKJR0MW49JP77,2021-08-25 10:25:00.4749,1,0.3,6400.0,N
KPO Bakti Jaya Depok,81317797487,CALIX TE .OFC.,RBKJR0MW49NNPP,2021-08-25 10:25:00.4750,1,1.0,7800.0,N
KPO Bakti Jaya Depok,2184996542,PEGADAIAN CABANG JATIWARINGIN,RBKJR0MW49Y9BQ,2021-08-25 10:25:00.4751,1,0.3,6400.0,N
KPO Bakti Jaya Depok,218092590,PEGADAIAN CP KRAMAT JATI,RBKJR0MW49Y9YQ,2021-08-25 10:25:00.4752,1,0.3,6400.0,N
KPO Bakti Jaya Depok,217271613,PEGADAIAN CIGANJUR,RBKJR0MW9Q777P,2021-08-25 10:25:00.4753,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2182405361,PEGADAIAN UPC  VILLA NUSA INDAH,RBKJR0MWBKEPY7,2021-08-25 10:25:00.4754,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2187786219,PEGADAIAN KAMPUNG TENGAH,RBKJLYDBJD3ZVB,2021-08-25 10:25:00.4755,1,0.3,6400.0,N
KPO Bakti Jaya Depok,8117073141,SAMARA COLLECTION,RBKJLYDBJDGMJJ,2021-08-25 10:25:00.4756,1,1.0,7800.0,N
KPO Bakti Jaya Depok,213155550,PEGADAIAN UPC PGC,RBKJLYDBJGN9KJ,2021-08-25 10:25:00.4757,1,0.3,6400.0,N
KPO Bakti Jaya Depok,213155550,PEGADAIAN UPC PGC,RBKJLYDBJGN9MJ,2021-08-25 10:25:00.4758,1,0.3,6400.0,N
KPO Bakti Jaya Depok,218092590,PEGADAIAN CP KRAMAT JATI,RBKJLYDBJX37ZJ,2021-08-25 10:25:00.4759,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2184996542,PEGADAIAN CABANG JATIWARINGIN,RBKJLYDBJXG1JQ,2021-08-25 10:25:00.4760,1,0.3,6400.0,N
KPO Bakti Jaya Depok,218092590,PEGADAIAN CP KRAMAT JATI,RBKJLYDBJXZBQB,2021-08-25 10:25:00.4761,1,0.3,6400.0,N
KPO Bakti Jaya Depok,872362,MAWAR,RBKJLYDBMDWGWB,2021-08-25 10:25:00.4762,1,1.0,4900.0,Y
KPO Bakti Jaya Depok,89513045996,MAY COLLECTION,RBKJLYDBVGYJ0Q,2021-08-25 10:25:00.4763,1,1.0,16200.0,N
KPO Bakti Jaya Depok,217548770,PEGADAIAN UPC LIMO,RBKJLYDBVJJEYJ,2021-08-25 10:25:00.4764,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2184996542,PEGADAIAN CABANG JATIWARINGIN,RBKJLYDBX0601Q,2021-08-25 10:25:00.4765,1,0.3,6400.0,N
KPO Bakti Jaya Depok,218092590,PEGADAIAN CP KRAMAT JATI,RBKJLYDBX0606Q,2021-08-25 10:25:00.4766,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2184903547,PEGADAIAN UPC GAMPRIT,RBKJLYDBX0MDYJ,2021-08-25 10:25:00.4767,1,0.3,6400.0,N
KPO Bakti Jaya Depok,81314224333,PEGADAIAN UPC CENDRAWASIH - APRIL 1,RBKJLYDBXB7Q0Q,2021-08-25 10:25:00.4768,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2184903547,PEGADAIAN UPC GAMPRIT,RBKJLYDBXY1NZJ,2021-08-25 10:25:00.4769,1,0.3,6400.0,N
KPO Bakti Jaya Depok,217548770,PEGADAIAN UPC LIMO,RBKJLYDBZVZ1QQ,2021-08-25 10:25:00.4770,1,0.3,6400.0,N
KPO Bakti Jaya Depok,81291441540,YOLANDA MAIRITA,RBKJLYDBZYP16J,2021-08-25 10:25:00.4771,1,1.0,7800.0,N
KPO Bakti Jaya Depok,2187786219,PEGADAIAN KAMPUNG TENGAH,RBKJLYDBZZ0N9Q,2021-08-25 10:25:00.4772,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2184970718,PEGADAIAN JATIMAKMUR - APRIL 2,RBKJR0MW40K7DP,2021-08-25 10:25:00.4773,1,0.3,6400.0,N
KPO Bakti Jaya Depok,218092590,PEGADAIAN CP KRAMAT JATI,RBKJR0MW470GG7,2021-08-25 10:25:00.4774,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2182405361,PEGADAIAN UPC  VILLA NUSA INDAH,RBKJR0MW49JPE7,2021-08-25 10:25:00.4775,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2184970718,PEGADAIAN JATIMAKMUR 1,RBKJR0MW49NNJP,2021-08-25 10:25:00.4776,1,0.3,6400.0,N
KPO Bakti Jaya Depok,85100401693,PEGADAIAN PINANG RANTI,RBKJR0MW49NNKP,2021-08-25 10:25:00.4777,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2184996542,PEGADAIAN CABANG JATIWARINGIN,RBKJR0MW49Y99Q,2021-08-25 10:25:00.4778,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2182432530,PEGADAIAN UPC PASAR VILLA NUSA INDAH,RBKJR0MW4NMM5P,2021-08-25 10:25:00.4779,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2182405361,PEGADAIAN UPC  VILLA NUSA INDAH - KRASIDA,RBKJR0MW4NMM6P,2021-08-25 10:25:00.4780,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2187786219,PEGADAIAN KAMPUNG TENGAH,RBKJR0MW4NXN4Q,2021-08-25 10:25:00.4781,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2184903550,PEGADAIAN UPC JATIWARINGIN RAYA,RBKJR0MW4W8J1Q,2021-08-25 10:25:00.4782,1,0.3,12800.0,N
KPO Bakti Jaya Depok,218092590,PEGADAIAN CP KRAMAT JATI,RBKJR0MW4WZ1QP,2021-08-25 10:25:00.4783,1,0.3,6400.0,N
KPO Bakti Jaya Depok,217271613,PEGADAIAN CIGANJUR,RBKJR0MW9GDVVQ,2021-08-25 10:25:00.4784,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2182432530,PEGADAIAN UPC PASAR VILLA NUSA INDAH,RBKJR0MW9QZ4KQ,2021-08-25 10:25:00.4785,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2182405361,PEGADAIAN VILLA NUSA INDAH,RBKJR0MWMJ03YQ,2021-08-25 10:25:00.4786,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2187785487,PEGADAIAN TAMINI SQUARE,RBKJR0MWMJ505P,2021-08-25 10:25:00.4787,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2184903547,PEGADAIAN UPC GAMPRIT,RBKJR0MWQ31P5P,2021-08-25 10:25:00.4788,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2184996542,PEGADAIAN JATIWARINGIN,RBKJR0MWQ5019P,2021-08-25 10:25:00.4789,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2178885148,PEGADAIAN UPS CIGANJUR,RBKJR0MWQ6PB87,2021-08-25 10:25:00.4790,1,0.3,6400.0,N
KPO Bakti Jaya Depok,217271613,PEGADAIAN CIGANJUR,RBKJR0MWYXP04Q,2021-08-25 10:25:00.4791,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2184903547,PEGADAIAN UPC GAMPRIT,RBKJR0MWZ3G6DP,2021-08-25 10:25:00.4792,1,0.3,6400.0,N
KPO Bakti Jaya Depok,218092590,PEGADAIAN CP KRAMAT JATI,RBKJR0MWZ4EWPP,2021-08-25 10:25:00.4793,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2184996542,PEGADAIAN JATIWARINGIN,RBKJR0MWMJKYJP,2021-08-25 10:25:00.4794,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2184996542,PEGADAIAN JATIWARINGIN,RBKJR0MWMJKYPP,2021-08-25 10:25:00.4795,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2197914107,PEGADAIAN UPC PGC,RBKJR0MWMKZWE7,2021-08-25 10:25:00.4796,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2182405361,PEGADAIAN VILLA NUSA INDAH,RBKJR0MWQ3MN1Q,2021-08-25 10:25:00.4797,1,0.3,6400.0,N
KPO Bakti Jaya Depok,85100401693,PEGADAIAN PINANG RANTI,RBKJR0MWQ3V607,2021-08-25 10:25:00.4798,1,0.3,6400.0,N
KPO Bakti Jaya Depok,218092590,PEGADAIAN CP KRAMAT JATI,RBKJR0MWQM6YBQ,2021-08-25 10:25:00.4799,1,0.3,6400.0,N
KPO Bakti Jaya Depok,218092590,PEGADAIAN CP KRAMAT JATI,RBKJR0MWQM6YYQ,2021-08-25 10:25:00.4800,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2182405361,PEGADAIAN UPC  VILLA NUSA INDAH,RBKJR0MWYDBEQP,2021-08-25 10:25:00.4801,1,0.3,6400.0,N
KPO Bakti Jaya Depok,217271613,PEGADAIAN CIGANJUR,RBKJR0MWYJE1NQ,2021-08-25 10:25:00.4802,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2184903550,PEGADAIAN UPC JATIWARINGIN RAYA,RBKJR0MWYNW67P,2021-08-25 10:25:00.4803,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2182405361,PEGADAIAN UPC  VILLA NUSA INDAH,RBKJR0MWYPWXVQ,2021-08-25 10:25:00.4804,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2184901904,PEGADAIAN UPC JATICEMPAKA,RBKJR0MWZ34Y97,2021-08-25 10:25:00.4805,1,0.3,6400.0,N
KPO Bakti Jaya Depok,218092590,PEGADAIAN CP KRAMAT JATI,RBKJR0MWZ3W7KQ,2021-08-25 10:25:00.4806,1,0.3,6400.0,N
KPO Bakti Jaya Depok,218092590,PEGADAIAN CP KRAMAT JATI,RBKJR0MWZ3WWGQ,2021-08-25 10:25:00.4807,1,0.3,6400.0,N
KPO Bakti Jaya Depok,218092590,PEGADAIAN CP KRAMAT JATI,RBKJR0MWZ4EWJP,2021-08-25 10:25:00.4808,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2182405361,PEGADAIAN UPC  VILLA NUSA INDAH,RBKJR0MWZBJ18Q,2021-08-25 10:25:00.4809,1,0.3,6400.0,N
KPO Bakti Jaya Depok,213155550,PEGADAIAN UPC PGC,RBKJR0MWZQ6XG7,2021-08-25 10:25:00.4810,1,0.3,6400.0,N
KPO Bakti Jaya Depok,8238523,MAWAR,RBKJR6QD1Q696N,2021-08-25 10:25:00.4811,1,1.0,10500.0,Y
KPO Bakti Jaya Depok,85772548834,LUKMAN,RBKJR6QD39PW1V,2021-08-25 10:25:00.4812,1,1.0,7800.0,N
KPO Bakti Jaya Depok,213155550,PEGADAIAN UPC PGC,RBKJR6QD39PW5V,2021-08-25 10:25:00.4813,1,0.3,6400.0,N
KPO Bakti Jaya Depok,81310662010,HAURA,RBKJR6QD3Q913V,2021-08-25 10:25:00.4814,1,1.0,7800.0,N
KPO Bakti Jaya Depok,2184903547,PEGADAIAN UPC GAMPRIT,RBKJR6QD3Q919V,2021-08-25 10:25:00.4815,1,0.3,6400.0,N
KPO Bakti Jaya Depok,218092590,PEGADAIAN CP KRAMAT JATI,RBKJR6QD3V0D4N,2021-08-25 10:25:00.4816,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2184996542,PEGADAIAN CABANG JATIWARINGIN,RBKJR6QD3V9X3E,2021-08-25 10:25:00.4817,1,0.3,6400.0,N
KPO Bakti Jaya Depok,218092590,PEGADAIAN CP KRAMAT JATI,RBKJR6QD3ZD6EE,2021-08-25 10:25:00.4818,1,0.3,6400.0,N
KPO Bakti Jaya Depok,218092590,PEGADAIAN CP KRAMAT JATI,RBKJR6QD3ZDD5E,2021-08-25 10:25:00.4819,1,0.3,6400.0,N
KPO Bakti Jaya Depok,85881738381,AQWA HERBAL,RBKJR6QD3ZVKKV,2021-08-25 10:25:00.4820,1,1.0,7800.0,N
KPO Bakti Jaya Depok,217548770,PEGADAIAN UPC LIMO,RBKJR6QD833JBV,2021-08-25 10:25:00.4821,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2187786219,PEGADAIAN KAMPUNG TENGAH,RBKJR6QD89179N,2021-08-25 10:25:00.4822,1,0.3,6400.0,N
KPO Bakti Jaya Depok,217548770,PEGADAIAN UPC LIMO,RBKJR6QD89E01N,2021-08-25 10:25:00.4823,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2184901904,PEGADAIAN UPC JATICEMPAKA,RBKJR6QD91X9WE,2021-08-25 10:25:00.4824,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2187785487,PEGADAIAN TAMINI SQUARE,RBKJR6QD9P4X4V,2021-08-25 10:25:00.4825,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2187786219,PEGADAIAN KAMPUNG TENGAH,RBKJR6QD9ZQNGE,2021-08-25 10:25:00.4826,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2187780756,Pegadaian UPC Kampung Dukuh,RBKJR6QDGPY81N,2021-08-25 10:25:00.4827,1,0.3,6400.0,N
KPO Bakti Jaya Depok,218092590,PEGADAIAN CP KRAMAT JATI,RBKJR6QDKB715V,2021-08-25 10:25:00.4828,1,0.3,6400.0,N
KPO Bakti Jaya Depok,217271613,PEGADAIAN CIGANJUR,RBKJR6QDKM08DE,2021-08-25 10:25:00.4829,1,0.3,6400.0,N
KPO Bakti Jaya Depok,217271613,PEGADAIAN CIGANJUR,RBKJR6QDKM08NE,2021-08-25 10:25:00.4830,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2184903550,PEGADAIAN UPC JATIWARINGIN RAYA,RBKJR6QDKNDP6N,2021-08-25 10:25:00.4831,1,0.3,6400.0,N
KPO Bakti Jaya Depok,81314224333,PEGADAIAN UPC CENDRAWASIH - APRIL 1,RBKJR6QDKWV91N,2021-08-25 10:25:00.4832,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2184970718,PEGADAIAN JATIMAKMUR - APRIL 2,RBKJR6QDVBE6JN,2021-08-25 10:25:00.4833,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2184901904,PEGADAIAN UPC JATICEMPAKA,RBKJR6QDVBXP6V,2021-08-25 10:25:00.4834,1,0.3,6400.0,N
KPO Bakti Jaya Depok,81314224333,PEGADAIAN UPC CENDRAWASIH - MARET KE 1,RBKJR6QDVDYM0E,2021-08-25 10:25:00.4835,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2182405361,PEGADAIAN UPC  VILLA NUSA INDAH,RBKJR6QDVGM40V,2021-08-25 10:25:00.4836,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2182405361,PEGADAIAN UPC  VILLA NUSA INDAH,RBKJR6QDVGM46V,2021-08-25 10:25:00.4837,1,3.0,45600.0,N
KPO Bakti Jaya Depok,2184903547,PEGADAIAN UPC GAMPRIT,RBKJR6QDVGM4DV,2021-08-25 10:25:00.4838,1,0.3,6400.0,N
KPO Bakti Jaya Depok,81317797487,CALIX TE .OFC.,RBKJR6QDVGNN4N,2021-08-25 10:25:00.4839,1,1.0,7800.0,N
KPO Bakti Jaya Depok,2184996542,PEGADAIAN JATIWARINGIN,RBKJRE151V84VM,2021-08-25 10:25:00.4840,1,0.3,6400.0,N
KPO Bakti Jaya Depok,81314224333,PEGADAIAN UPC CENDRAWASIH - APRIL 1,RBKJRE1543BZGM,2021-08-25 10:25:00.4841,1,0.3,6400.0,N
KPO Bakti Jaya Depok,218092590,PEGADAIAN CP KRAMAT JATI,RBKJRE1549EJM9,2021-08-25 10:25:00.4842,1,0.3,6400.0,N
KPO Bakti Jaya Depok,217548770,PEGADAIAN UPC LIMO,RBKJLNZ49331P5,2021-08-25 10:25:00.4843,1,0.3,6400.0,N
KPO Bakti Jaya Depok,217271613,PEGADAIAN CIGANJUR,RBKJLNZ4EG1YY6,2021-08-25 10:25:00.4844,1,0.3,6400.0,N
KPO Bakti Jaya Depok,81288670484,SANGKAKALA ALAT PERAGA OTOMOTIF,RBKJLNZ4EJ59JZ,2021-08-25 10:25:00.4845,1,1.0,20400.0,N
KPO Bakti Jaya Depok,2182405361,PEGADAIAN UPC  VILLA NUSA INDAH,RBKJLNZ4EZBJK5,2021-08-25 10:25:00.4846,1,0.3,6400.0,N
KPO Bakti Jaya Depok,85881738381,AQWA HERBAL,RBKJLNZ4K1P155,2021-08-25 10:25:00.4847,1,2.0,37400.0,N
KPO Bakti Jaya Depok,217271613,PEGADAIAN CIGANJUR,RBKJLNZ4KDNPM6,2021-08-25 10:25:00.4848,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2182432530,PEGADAIAN UPC PASAR VILLA NUSA INDAH,RBKJLNZ4KN4DY6,2021-08-25 10:25:00.4849,1,0.3,6400.0,N
KPO Bakti Jaya Depok,218092590,PEGADAIAN CP KRAMAT JATI,RBKJLNZ4M4393Z,2021-08-25 10:25:00.4850,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2184970718,PEGADAIAN JATIMAKMUR 1,RBKJLNZ4ME88BZ,2021-08-25 10:25:00.4851,1,0.3,6400.0,N
KPO Bakti Jaya Depok,218092590,PEGADAIAN CP KRAMAT JATI,RBKJLNZ4MEKEK6,2021-08-25 10:25:00.4852,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2184996542,PEGADAIAN CABANG JATIWARINGIN,RBKJLNZ4MEKEW6,2021-08-25 10:25:00.4853,1,0.3,6400.0,N
KPO Bakti Jaya Depok,85100401693,PEGADAIAN PINANG RANTI,RBKJLNZ4X0YJP5,2021-08-25 10:25:00.4854,1,0.3,6400.0,N
KPO Bakti Jaya Depok,81314224333,PEGADAIAN UPC CENDRAWASIH - FEB KE 1,RBKJLNZ4XQB1G5,2021-08-25 10:25:00.4855,1,0.3,12800.0,N
KPO Bakti Jaya Depok,2184996542,PEGADAIAN JATIWARINGIN,RBKJLNZ4XQP99Z,2021-08-25 10:25:00.4856,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2187785487,PEGADAIAN TAMINI SQUARE,RBKJLNZ4Z7QPJZ,2021-08-25 10:25:00.4857,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2184996542,PEGADAIAN JATIWARINGIN,RBKJLX6B6PJYPX,2021-08-25 10:25:00.4858,1,0.3,6400.0,N
KPO Bakti Jaya Depok,85100401693,PEGADAIAN PINANG RANTI,RBKJLX6BG4EN1P,2021-08-25 10:25:00.4859,1,0.3,6400.0,N
KPO Bakti Jaya Depok,81314224333,PEGADAIAN UPC CENDRAWASIH - FEB KE 1,RBKJLX6BGWJ3MP,2021-08-25 10:25:00.4860,1,0.3,6400.0,N
KPO Bakti Jaya Depok,81314224333,PEGADAIAN UPC CENDRAWASIH,RBKJLX6BGWKGEB,2021-08-25 10:25:00.4861,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2184970718,PEGADAIAN JATIMAKMUR 1,RBKJLX6BQ055JX,2021-08-25 10:25:00.4862,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2184903547,PEGADAIAN UPC GAMPRIT,RBKJLX6BQ0PD9P,2021-08-25 10:25:00.4863,1,0.3,6400.0,N
KPO Bakti Jaya Depok,217271613,PEGADAIAN CIGANJUR,RBKJLX6BQ11Y4B,2021-08-25 10:25:00.4864,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2182405361,PEGADAIAN UPC  VILLA NUSA INDAH - KRASIDA,RBKJLX6BQ5664X,2021-08-25 10:25:00.4865,1,0.3,6400.0,N
KPO Bakti Jaya Depok,217548770,PEGADAIAN UPC LIMO,RBKJLX6BVGJZNX,2021-08-25 10:25:00.4866,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2187786219,PEGADAIAN KAMPUNG TENGAH,RBKJLX6BVVNVVB,2021-08-25 10:25:00.4867,1,0.3,6400.0,N
KPO Bakti Jaya Depok,217548770,PEGADAIAN UPC LIMO,RBKJLX6BVXX31P,2021-08-25 10:25:00.4868,1,0.3,6400.0,N
KPO Bakti Jaya Depok,217548770,PEGADAIAN UPC LIMO,RBKJLX6BVXX33P,2021-08-25 10:25:00.4869,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2187786219,PEGADAIAN KAMPUNG TENGAH,RBKJLX6BX6EZVX,2021-08-25 10:25:00.4870,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2197914628,PEGADAIAN UPC TAMINI SQUARE,RBKJLX6BXKM7JB,2021-08-25 10:25:00.4871,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2182432530,PEGADAIAN UPC PASAR VILLA NUSA INDAH,RBKJLYDB0GJXQQ,2021-08-25 10:25:00.4872,1,0.3,6400.0,N
KPO Bakti Jaya Depok,2187780756,Pegadaian UPC Kampung Dukuh,RBKJLYDB0N7VMB,2021-08-25 10:25:00.4873,1,0.3,6400.0,N
